Date,Actual,ARIMA_Pred,SARIMA_Pred
2021-04-07 23:59:59,56048.93781271,11880.661079293493,11460.885483855145
2021-04-08 23:59:59,58323.95357975,11880.661079293493,11461.60912282281
2021-04-09 23:59:59,58245.00300108,11880.661079293493,11461.805775351802
2021-04-10 23:59:59,59793.23541009,11880.661079293493,11461.169085382266
2021-04-11 23:59:59,60204.96491379,11880.661079293493,11460.731737909358
2021-04-12 23:59:59,59893.45188869,11880.661079293493,11460.94333254999
2021-04-13 23:59:59,63503.45793019,11880.661079293493,11461.582842644932
2021-04-14 23:59:59,63109.69593464,11880.661079293493,11461.540617929444
2021-04-15 23:59:59,63314.01084504,11880.661079293493,11460.945796217306
2021-04-16 23:59:59,61572.78960116,11880.661079293493,11460.625397772114
2021-04-17 23:59:59,60683.82123331,11880.661079293493,11460.99918987633
2021-04-18 23:59:59,56216.18500243,11880.661079293493,11461.569187084702
2021-04-19 23:59:59,55724.26709807,11880.661079293493,11461.355972861513
2021-04-20 23:59:59,56473.0322808,11880.661079293493,11460.787138861546
2021-04-21 23:59:59,53906.08804584,11880.661079293493,11460.557578037315
2021-04-22 23:59:59,51762.27205146,11880.661079293493,11461.023712948609
2021-04-23 23:59:59,51093.65070999,11880.661079293493,11461.440930631765
2021-04-24 23:59:59,50050.86821565,11880.661079293493,11461.178665313897
2021-04-25 23:59:59,49004.25326318,11880.661079293493,11460.697807037024
2021-04-26 23:59:59,54021.75478737,11880.661079293493,11460.578808931292
2021-04-27 23:59:59,55033.11801332,11880.661079293493,11461.05687165347
2021-04-28 23:59:59,54824.70489507,11880.661079293493,11461.300516952077
2021-04-29 23:59:59,53555.10849133,11880.661079293493,11460.996010133813
2021-04-30 23:59:59,57750.17734563,11880.661079293493,11460.566162880292
2021-05-01 23:59:59,57828.05063222,11880.661079293493,11460.613744830227
2021-05-02 23:59:59,56631.07741255,11880.661079293493,11461.10029790908
2021-05-03 23:59:59,57200.29122289,11880.661079293493,11461.202650658004
2021-05-04 23:59:59,53333.53775274,11880.661079293493,11460.850084015454
2021-05-05 23:59:59,57424.00594813,11880.661079293493,11460.470404200234
2021-05-06 23:59:59,56396.51416376,11880.661079293493,11460.639564448282
2021-05-07 23:59:59,57356.40187692,11880.661079293493,11461.061522367061
2021-05-08 23:59:59,58803.77580865,11880.661079293493,11461.0965430448
2021-05-09 23:59:59,58232.3161419,11880.661079293493,11460.747679522105
2021-05-10 23:59:59,55859.79754454,11880.661079293493,11460.447294646025
